st_gene_id	gene_id	gene_symbol	fpkm_con_1	fpkm_con_2	fpkm_con_3	fpkm_p_1	fpkm_p_2	fpkm_p_3	tpm_con_1	tpm_con_2	tpm_con_3	tpm_p_1	tpm_p_2	tpm_p_3	read_count_con_1	read_count_con_2	read_count_con_3	read_count_p_1	read_count_p_2	read_count_p_3	average_fpkm_con	average_fpkm_p	average_tpm_con	average_tpm_p	average_read_count_con	average_read_count_p
G9606_2060	2006	ELN	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0	0	0	1	0	0	0	0.006666667	0	0.013333333	0	0.333333333
G9606_13857	26953	RANBP6	17.74	16.52	16.85	17.34	16.35	18.12	35.83	32.91	34.35	36.76	35.11	38.9	1431.01	1136	1378.86	1394.25	1325.73	1444.03	17.03666667	17.27	34.36333333	36.92333333	1315.29	1388.003333
G9606_11593	51759	C9orf78	27.19	24.3	27.18	24.29	25.07	26.01	54.94	48.41	55.42	51.49	53.84	55.84	925.4	714.02	915.21	803.38	838.4	861.43	26.22333333	25.12333333	52.92333333	53.72333333	851.5433333	834.4033333
G9606_20654	7375	USP4	14.46	12.88	12.78	13.9	14.1	14.3	29.22	25.66	26.06	29.46	30.28	30.7	1019.15	819.54	925.01	968.77	977.7	1015.89	13.37333333	14.1	26.98	30.14666667	921.2333333	987.4533333
G9606_14690	10947	AP3M2	4.68	4.65	4.2	4.96	4.44	4.55	9.45	9.26	8.57	10.51	9.54	9.76	320	272	284	329	300	299	4.51	4.65	9.093333333	9.936666667	292	309.3333333
G9606_8296	51111	KMT5B	20.13	19.69	19.56	17.41	17.08	18.22	40.67	39.23	39.89	36.91	36.67	39.11	1129	975.67	1097.55	1049.06	998.51	1090.99	19.79333333	17.57	39.93	37.56333333	1067.406667	1046.186667
G9606_9461	79758	DHRS12	2.73	2.63	2.6	3.01	2.36	3.92	5.52	5.24	5.31	6.38	5.08	8.41	66	58	62	77	63	95	2.653333333	3.096666667	5.356666667	6.623333333	62	78.33333333
G9606_694	9489	PGS1	15.24	16.27	14.7	18.79	17.73	17.74	30.8	32.41	29.97	39.82	38.07	38.08	1162.62	1021.76	1147.09	1342.95	1248.87	1292.44	15.40333333	18.08666667	31.06	38.65666667	1110.49	1294.753333
G9606_1709	28970	C11orf54	7.46	6.64	7.58	9.24	8.92	9.06	15.06	13.23	15.45	19.59	19.15	19.46	508.68	408.89	484.9	594.22	592.14	577.8	7.226666667	9.073333333	14.58	19.4	467.49	588.0533333
G9606_29660	8289	ARID1A	15.78	15.5	17.07	17.6	17.71	18.1	31.88	30.88	34.8	37.3	38.02	38.86	2645	2241.72	2822.88	2870.09	2916.06	2951.71	16.11666667	17.80333333	32.52	38.06	2569.866667	2912.62
G9606_23401	55599	RNPC3	5.35	5.83	5.38	5.2	5.86	5.72	10.81	11.63	10.96	11.02	12.59	12.29	219.93	206.89	217.97	207.85	236.79	228.86	5.52	5.593333333	11.13333333	11.96666667	214.93	224.5
G9606_20007	285643	KIF4B	0.19	0.09	0.36	0.25	0.17	0.19	0.39	0.19	0.74	0.54	0.38	0.4	16.54	6.85	30.62	20.9	14.6	15.47	0.213333333	0.203333333	0.44	0.44	18.00333333	16.99
G9606_3174	22929	SEPHS1	38.9	38.04	38.09	35.98	36.62	36.97	78.59	75.79	77.66	76.25	78.64	79.37	2343	1981.97	2266	2108.74	2158.97	2161.02	38.34333333	36.52333333	77.34666667	78.08666667	2196.99	2142.91
G9606_7440	9501	RPH3AL	2.37	3.2	3.19	3.33	3.35	2.8	4.79	6.38	6.5	7.05	7.2	6.01	118.69	137.58	155.19	157.52	163.14	136.38	2.92	3.16	5.89	6.753333333	137.1533333	152.3466667
G9606_312	339541	ARMH1	0.26	0.42	0.37	0.6	0.28	0.24	0.53	0.83	0.76	1.28	0.6	0.52	8.21	10.8	12.48	17.38	9.35	7.95	0.35	0.373333333	0.706666667	0.8	10.49666667	11.56
G9606_28807	8331	H2AC14	0.82	0.28	0.29	0.25	0.81	0.17	1.66	0.55	0.6	0.54	1.74	0.36	6.88	2	2.41	2.06	6.66	1.35	0.463333333	0.41	0.936666667	0.88	3.763333333	3.356666667
G9606_28139	27258	LSM3	42.06	41.22	40.93	34.63	34.4	34.88	84.97	82.14	83.45	73.39	73.86	74.89	2732.08	2309.49	2621.87	2187.32	2194.16	2203.28	41.40333333	34.63666667	83.52	74.04666667	2554.48	2194.92
G9606_14750	9046	DOK2	0	0.1	0.15	0.47	0.19	0.23	0	0.21	0.31	0.99	0.41	0.5	0	3	4	13	5	7	0.083333333	0.296666667	0.173333333	0.633333333	2.333333333	8.333333333
G9606_4372	54103	GSAP	0.21	0.31	0.25	0.47	0.52	0.45	0.42	0.61	0.51	1	1.11	0.96	12	16	14	25	31	24	0.256666667	0.48	0.513333333	1.023333333	14	26.66666667
G9606_9819	10787	NCKAP1	53.6	48.48	53.14	53.11	55.89	56.44	108.3	96.58	108.36	112.56	120.01	121.17	4730.48	3683.07	4624.18	4562	4834	4855.2	51.74	55.14666667	104.4133333	117.9133333	4345.91	4750.4
G9606_28532	4723	NDUFV1	123.05	127.98	124.17	121.01	115.62	112.65	248.62	255	253.2	256.48	248.26	241.85	3649	3272	3631.5	3487	3363.9	3247.5	125.0666667	116.4266667	252.2733333	248.8633333	3517.5	3366.133333
G9606_26765	112267947	LOC112267947	0	0.2	0.08	0.07	0.06	0.17	0	0.4	0.16	0.15	0.12	0.36	0	5.14	2.25	2.03	1.65	4.83	0.093333333	0.1	0.186666667	0.21	2.463333333	2.836666667
G9606_13264	79733	E2F8	7.83	6.8	7.45	7.75	6.99	6.93	15.82	13.55	15.2	16.43	15.01	14.88	540	402.99	514.9	523.97	481.85	476	7.36	7.223333333	14.85666667	15.44	485.9633333	493.94
G9606_5833	54826	GIN1	1.51	1.58	1.51	1.28	1.39	1.24	3.05	3.15	3.09	2.7	2.99	2.66	102.65	93.01	101.79	85.23	93.8	82.78	1.533333333	1.303333333	3.096666667	2.783333333	99.15	87.27
G9606_29295	374659	HDDC3	21.43	21.48	20.13	17.17	17.79	16.87	43.29	42.8	41.05	36.39	38.2	36.23	467.65	412.66	439.73	360.22	389.24	370.39	21.01333333	17.27666667	42.38	36.94	440.0133333	373.2833333
G9606_28256	9662	CEP135	5.28	4.44	4.37	4.95	4.99	4.85	10.66	8.85	8.91	10.5	10.72	10.41	543.9	379.18	462.03	499.19	510.65	493.45	4.696666667	4.93	9.473333333	10.54333333	461.7033333	501.0966667
G9606_28241	112267886	LOC112267886	0.12	0.05	0.16	0.16	0.14	0.12	0.24	0.09	0.33	0.34	0.3	0.26	6	2	8	8	7	6	0.11	0.14	0.22	0.3	5.333333333	7
G9606_34680	26145	IRF2BP1	34.57	35.57	35.66	36.63	38.07	36.35	69.85	70.87	72.71	77.63	81.74	78.05	1686	1496.09	1715.03	1736.99	1823.04	1723.99	35.26666667	37.01666667	71.14333333	79.14	1632.373333	1761.34
G9606_10580	4191	MDH2	83.67	85.04	85.18	83.2	81.47	81	169.06	169.44	173.68	176.35	174.95	173.9	3483	3052.02	3496.66	3367	3329.98	3278.03	84.63	81.89	170.7266667	175.0666667	3343.893333	3325.003333
G9606_9233	3834	KIF25	0.03	0.09	0.04	0.08	0.04	0.04	0.07	0.18	0.08	0.17	0.09	0.09	1	2	1	2	1	1	0.053333333	0.053333333	0.11	0.116666667	1.333333333	1.333333333
G9606_24190	10850	CCL27	0	0.16	0.14	0.57	0.28	0	0	0.32	0.29	1.21	0.61	0	0	1	1	4	2	0	0.1	0.283333333	0.203333333	0.606666667	0.666666667	2
G9606_10524	9685	CLINT1	40.92	37.9	41.48	39.38	38.91	38.87	82.68	75.52	84.58	83.46	83.56	83.44	2491	2015.98	2429.86	2283.19	2263.37	2325	40.1	39.05333333	80.92666667	83.48666667	2312.28	2290.52
G9606_1348	79846	CFAP69	0.66	0.6	0.63	0.35	0.75	0.71	1.33	1.19	1.29	0.74	1.62	1.52	46	35	44	21	56	49	0.63	0.603333333	1.27	1.293333333	41.66666667	42
G9606_4608	9970	NR1I3	0.28	0	0.6	0.08	0.07	0.28	0.57	0	1.22	0.16	0.16	0.6	5.91	0	12.31	1.73	1.66	5.63	0.293333333	0.143333333	0.596666667	0.306666667	6.073333333	3.006666667
G9606_9643	26664	OR7C1	0.02	0.03	0	0	0	0.09	0.04	0.05	0	0	0	0.18	1	1	0	0	0	3.75	0.016666667	0.03	0.03	0.06	0.666666667	1.25
G9606_12369	5273	SERPINB10	0.1	0.02	0.13	0.26	0.12	0.14	0.21	0.04	0.26	0.55	0.26	0.29	3.86	0.64	4.64	10.07	4.35	5.51	0.083333333	0.173333333	0.17	0.366666667	3.046666667	6.643333333
G9606_19685	10916	MAGED2	58.62	60.07	57.82	55.15	55.51	54.95	118.43	119.68	117.9	116.9	119.2	117.97	2330.84	2057.44	2264.28	2133.49	2170.47	2123.88	58.83666667	55.20333333	118.67	118.0233333	2217.52	2142.613333
G9606_15772	26505	CNNM3	11.67	12.56	12.98	13.4	13.55	13.84	23.58	25.02	26.46	28.41	29.09	29.72	1132.91	1050.24	1262.34	1277.55	1306.4	1301.32	12.40333333	13.59666667	25.02	29.07333333	1148.496667	1295.09
G9606_5801	142680	SLC34A3	0.29	0.49	0.48	0.43	0.46	0.33	0.58	0.98	0.98	0.92	0.98	0.7	12	18	20	17	17.96	13	0.42	0.406666667	0.846666667	0.866666667	16.66666667	15.98666667
G9606_2234	4293	MAP3K9	3.81	3.63	3.91	4.38	4.55	4.61	7.69	7.23	7.97	9.29	9.77	9.89	839.06	685.66	841.57	934.69	981.88	984.26	3.783333333	4.513333333	7.63	9.65	788.7633333	966.9433333
G9606_14166	3595	IL12RB2	0.15	0.19	0.15	0.07	0.12	0.18	0.31	0.37	0.31	0.14	0.26	0.39	14.33	15.3	13.95	5.46	11.37	16.11	0.163333333	0.123333333	0.33	0.263333333	14.52666667	10.98
G9606_5411	51527	GSKIP	8.42	7.36	7.41	7.58	8.87	8.52	17.01	14.67	15.12	16.06	19.05	18.28	356	265	308	308	369	350	7.73	8.323333333	15.6	17.79666667	309.6666667	342.3333333
G9606_9190	57538	ALPK3	0.08	0.07	0.07	0.09	0.18	0.07	0.15	0.14	0.14	0.2	0.38	0.14	15	11.81	14	18	35	13	0.073333333	0.113333333	0.143333333	0.24	13.60333333	22
G9606_11512	4917	NTN3	0.4	0.64	0.53	0.82	0.97	0.59	0.82	1.27	1.08	1.73	2.08	1.26	17	23	22	33.33	40	24	0.523333333	0.793333333	1.056666667	1.69	20.66666667	32.44333333
G9606_10636	22823	MTF2	9.31	8.89	9.64	9.36	8.77	9.61	18.81	17.71	19.65	19.84	18.84	20.63	727	598	745.09	714.94	680.5	729.15	9.28	9.246666667	18.72333333	19.77	690.03	708.1966667
G9606_34339	10692	RRH	0.06	0.13	0	0	0	0	0.12	0.27	0	0	0	0	2	4	0	0	0	0	0.063333333	0	0.13	0	2	0
G9606_14056	6564	SLC15A1	0.22	0.17	0.16	0.21	0.21	0.27	0.44	0.34	0.33	0.45	0.45	0.58	13.17	8.97	9.61	12.49	12.29	15.86	0.183333333	0.23	0.37	0.493333333	10.58333333	13.54666667
G9606_32134	29071	C1GALT1C1	9.25	9.32	9.54	9.18	9.38	9.25	18.69	18.56	19.46	19.46	20.15	19.86	291	252	295	278	287	282	9.37	9.27	18.90333333	19.82333333	279.3333333	282.3333333
G9606_20524	8763	CD164	76.87	73.27	79.92	75.4	74.11	76.89	155.31	145.98	162.97	159.82	159.15	165.07	4435	3640.96	4526.44	4294.35	4269.93	4323.89	76.68666667	75.46666667	154.7533333	161.3466667	4200.8	4296.056667
G9606_33843	8985	PLOD3	34.06	35.83	35.29	33.69	32.74	32.93	68.82	71.39	71.95	71.41	70.3	70.69	1853	1681	1893.24	1782.39	1749	1741.87	35.06	33.12	70.72	70.8	1809.08	1757.753333
G9606_9841	115207	KCTD12	0.65	0.58	0.59	0.6	0.65	0.81	1.32	1.16	1.19	1.28	1.39	1.73	79	61	70	71	77	95.19	0.606666667	0.686666667	1.223333333	1.466666667	70	81.06333333
G9606_29363	5959	RDH5	2.41	3.18	3.12	3.21	2.96	2.78	4.87	6.34	6.36	6.8	6.37	5.97	58	66	74	75	70	65.95	2.903333333	2.983333333	5.856666667	6.38	66	70.31666667
G9606_29585	162968	ZNF497	3.42	3.61	3.43	3.34	3.5	3.47	6.91	7.2	6.99	7.08	7.52	7.44	225.58	205.9	222.33	211.59	224.88	220.49	3.486666667	3.436666667	7.033333333	7.346666667	217.9366667	218.9866667
G9606_28075	23511	NUP188	29.15	31.05	31.02	31.82	31.27	31.89	58.9	61.87	63.25	67.44	67.14	68.47	3226.96	2964.39	3386.29	3424.9	3398.77	3432.71	30.40666667	31.66	61.34	67.68333333	3192.546667	3418.793333
G9606_13006	84232	MAF1	131.64	134.06	133.86	143.33	144.5	140.13	265.96	267.1	272.96	303.79	310.29	300.85	4304	3780.1	4316.49	4556.97	4639.53	4455.17	133.1866667	142.6533333	268.6733333	304.9766667	4133.53	4550.556667
G9606_9282	56475	RPRM	0.07	0.09	0.04	0.19	0.04	0.08	0.15	0.17	0.08	0.4	0.08	0.16	2	2	1	5	1	2	0.066666667	0.103333333	0.133333333	0.213333333	1.666666667	2.666666667
G9606_20503	441168	CALHM6	0.05	0.11	0	0.11	0.21	0	0.1	0.23	0	0.22	0.45	0	1	2	0	1	3	0	0.053333333	0.106666667	0.11	0.223333333	1	1.333333333
G9606_8069	79054	TRPM8	0.07	0.03	0.01	0.03	0.09	0.05	0.14	0.06	0.02	0.07	0.2	0.12	6.23	2.29	1.05	3.04	9.07	5.25	0.036666667	0.056666667	0.073333333	0.13	3.19	5.786666667
G9606_4258	1386	ATF2	15.78	16.54	15.56	17.03	16.35	17.4	31.89	32.95	31.72	36.09	35.1	37.35	1266	1142	1230.31	1327.08	1287	1354.95	15.96	16.92666667	32.18666667	36.18	1212.77	1323.01
G9606_2191	4337	MOCS1	5.3	5.24	5.13	5.66	5.68	5.07	10.71	10.44	10.46	11.99	12.19	10.89	423.24	360.38	401.89	437.38	444.05	395.28	5.223333333	5.47	10.53666667	11.69	395.17	425.57
G9606_4395	399947	C11orf87	0.02	0.02	0.01	0.02	0	0.02	0.04	0.04	0.02	0.04	0	0.04	2	2	1	2	0	2	0.016666667	0.013333333	0.033333333	0.026666667	1.666666667	1.333333333
G9606_6042	57228	SMAGP	20.46	18.89	18.34	20.03	20.82	19.4	41.34	37.64	37.4	42.44	44.7	41.64	474.29	381.93	408.77	447.72	470.12	425.42	19.23	20.08333333	38.79333333	42.92666667	421.6633333	447.7533333
G9606_4502	4489	MT1A	0.15	0	0	0	0	0	0.31	0	0	0	0	0	1.05	0	0	0	0	0	0.05	0	0.103333333	0	0.35	0
G9606_28705	23627	PRND	0.09	0.06	0.1	0.08	0.04	0.12	0.18	0.12	0.2	0.18	0.09	0.25	6.85	4	7.35	6.34	3.14	8.63	0.083333333	0.08	0.166666667	0.173333333	6.066666667	6.036666667
G9606_8184	64849	SLC13A3	0.01	0.02	0	0	0	0	0.03	0.03	0	0	0	0	1	1	0	0	0	0	0.01	0	0.02	0	0.666666667	0
G9606_16872	57703	CWC22	12.71	11.47	12.46	12.2	12.63	12.36	25.68	22.86	25.42	25.86	27.12	26.54	774	603	750	728.98	756.85	736	12.21333333	12.39666667	24.65333333	26.50666667	709	740.61
G9606_10462	4053	LTBP2	7.68	8.02	8.54	10.42	10.35	10.15	15.51	15.97	17.42	22.08	22.22	21.79	1266	1139.95	1388.99	1670	1675	1626.98	8.08	10.30666667	16.3	22.03	1264.98	1657.326667
G9606_15393	84255	SLC37A3	5.85	6.13	5.67	5.65	5.69	6.14	11.83	12.21	11.56	11.97	12.22	13.18	360	322	348.59	345	346	367	5.883333333	5.826666667	11.86666667	12.45666667	343.53	352.6666667
G9606_9873	130120	REG3G	0	0	0.08	0	0	0	0	0	0.15	0	0	0	0	0	1	0	0	0	0.026666667	0	0.05	0	0.333333333	0
G9606_31279	11167	FSTL1	194.97	193.62	199.57	221.03	231.22	226.48	393.93	385.77	406.94	468.49	496.51	486.22	19307	16504.63	19520.94	21309.88	22481.13	21847.82	196.0533333	226.2433333	395.5466667	483.74	18444.19	21879.61
G9606_14379	8612	PLPP2	35.83	41.45	39.73	39.86	38.25	35.85	72.39	82.58	81.02	84.49	82.14	76.96	870	865	948	942.42	912	844	39.00333333	37.98666667	78.66333333	81.19666667	894.3333333	899.4733333
G9606_6393	55174	INTS10	12.04	10.75	10.45	11.14	11.69	10.19	24.33	21.41	21.31	23.62	25.11	21.87	573	440.69	498	520	544	474	11.08	11.00666667	22.35	23.53333333	503.8966667	512.6666667
G9606_14417	27236	ARFIP1	13.89	12.13	12.15	12.73	12.56	13.13	28.07	24.16	24.77	26.99	26.97	28.18	812	613.97	704.69	723	720.29	748.95	12.72333333	12.80666667	25.66666667	27.38	710.22	730.7466667
G9606_8477	90488	TMEM263	29.8	27.71	27.4	28.27	28.61	30.37	60.22	55.22	55.86	59.92	61.45	65.2	1897.65	1516.73	1710.26	1747.72	1780.61	1868.35	28.30333333	29.08333333	57.1	62.19	1708.213333	1798.893333
G9606_9318	9648	GCC2	6.11	5.68	6.28	6.86	7.46	7.9	12.34	11.32	12.81	14.54	16.01	16.95	805.52	648.5	811.87	881.94	975.04	1011.33	6.023333333	7.406666667	12.15666667	15.83333333	755.2966667	956.1033333
G9606_1213	64446	DNAI2	0	0	0	0	0.05	0	0	0	0	0	0.1	0	0	0	0	0	2	0	0	0.016666667	0	0.033333333	0	0.666666667
G9606_10755	150678	COPS9	67.43	74.68	64.41	58.33	54.42	57.7	136.24	148.8	131.33	123.64	116.86	123.88	490	467	460	413	387	408	68.84	56.81666667	138.79	121.46	472.3333333	402.6666667
G9606_3457	3601	IL15RA	2.58	2.49	2.29	3.18	2.83	3.54	5.22	4.97	4.67	6.73	6.07	7.61	76	63	71	91	85.01	104.87	2.453333333	3.183333333	4.953333333	6.803333333	70	93.62666667
G9606_24600	6252	RTN1	2.79	3.14	2.84	3.03	2.56	2.78	5.64	6.25	5.79	6.42	5.5	5.98	173.41	170.79	177.01	183.02	158.34	171.12	2.923333333	2.79	5.893333333	5.966666667	173.7366667	170.8266667
G9606_5365	651	BMP3	0.05	0.02	0.02	0.02	0.03	0.02	0.11	0.05	0.03	0.05	0.06	0.04	6.22	2.31	1.76	2.47	3.3	1.9	0.03	0.023333333	0.063333333	0.05	3.43	2.556666667
G9606_4423	10797	MTHFD2	62.89	56.45	56.94	55.78	55.15	56.2	127.07	112.47	116.1	118.22	118.42	120.66	3122.33	2505.07	2869.55	2788.78	2783.14	2779.74	58.76	55.71	118.5466667	119.1	2832.316667	2783.886667
G9606_13875	3357	HTR2B	0.06	0.03	0.09	0.1	0.06	0.03	0.12	0.07	0.18	0.21	0.13	0.06	2	1	3	4	2	1	0.06	0.063333333	0.123333333	0.133333333	2	2.333333333
G9606_2248	221692	PHACTR1	0.04	0.12	0.05	0.11	0.09	0.13	0.08	0.24	0.11	0.22	0.19	0.28	5	12	6	12	10	15	0.07	0.11	0.143333333	0.23	7.666666667	12.33333333
G9606_20973	391322	LOC391322	0.49	0.31	0.3	0.54	0.21	0.24	1	0.62	0.61	1.14	0.45	0.53	8.13	3.8	5.07	7.43	3.62	4.18	0.366666667	0.33	0.743333333	0.706666667	5.666666667	5.076666667
G9606_20026	9236	CCPG1	9.7	9	10.26	10.92	11.25	11.54	19.6	17.93	20.93	23.15	24.15	24.77	906.76	758.39	928.13	982.05	994.97	1084.35	9.653333333	11.23666667	19.48666667	24.02333333	864.4266667	1020.456667
G9606_12706	1969	EPHA2	24.03	24.9	25.06	26.27	26.13	25.65	48.55	49.61	51.1	55.69	56.11	55.06	1817.1	1631.38	1872.18	1934.6	1939.45	1890.27	24.66333333	26.01666667	49.75333333	55.62	1773.553333	1921.44
G9606_28218	10686	CLDN16	0.05	0.08	0	0.03	0	0.07	0.11	0.16	0	0.06	0	0.14	3.4	4	0	1.7	0	4.28	0.043333333	0.033333333	0.09	0.066666667	2.466666667	1.993333333
G9606_27531	1345	COX6C	73.08	80.35	73.48	66.38	65.63	71.64	147.65	160.1	149.83	140.69	140.93	153.81	946	878	909	843	846	884.18	75.63666667	67.88333333	152.5266667	145.1433333	911	857.7266667
G9606_5808	10168	ZNF197	3.26	3.49	3.23	3.06	3.19	3.57	6.59	6.95	6.58	6.49	6.85	7.67	398.55	347.27	373.54	349.92	352.58	419.84	3.326666667	3.273333333	6.706666667	7.003333333	373.12	374.1133333
G9606_2501	123283	TARS3	6.95	6.06	6.65	5.75	6.94	6.53	14.05	12.07	13.55	12.18	14.9	14.02	409	305	390	331	400.49	372	6.553333333	6.406666667	13.22333333	13.7	368	367.83
G9606_26674	100129836	COL4A2-AS2	0	0	0	0	0	0.07	0	0	0	0	0	0.15	0	0	0	0	0	2	0	0.023333333	0	0.05	0	0.666666667
G9606_8304	4646	MYO6	4.51	4.1	4.28	4.8	4.57	5.01	9.12	8.17	8.73	10.16	9.82	10.76	649.99	518.5	602.28	649.27	668.09	718.4	4.296666667	4.793333333	8.673333333	10.24666667	590.2566667	678.5866667
G9606_4167	116842	LEAP2	0.23	0.24	0.36	0.83	0.28	0.18	0.46	0.47	0.74	1.77	0.6	0.38	3.59	3.24	5.73	12.92	4.36	2.75	0.276666667	0.43	0.556666667	0.916666667	4.186666667	6.676666667
G9606_3302	55435	AP1AR	7.17	6.87	6.96	8.21	8.71	8.07	14.48	13.69	14.19	17.41	18.71	17.34	405	332	398	439.98	476	445.99	7	8.33	14.12	17.82	378.3333333	453.99
G9606_13692	90592	ZNF700	6.55	7.05	6.35	6.29	6.48	6.95	13.24	14.04	12.95	13.34	13.92	14.91	361.41	335.15	343.52	337.02	351.13	371.44	6.65	6.573333333	13.41	14.05666667	346.6933333	353.1966667
G9606_28607	84759	PCGF1	23.66	25.62	22.48	22.93	21.29	22.74	47.8	51.04	45.84	48.59	45.73	48.81	401	374.97	376.59	377.84	355.11	375	23.92	22.32	48.22666667	47.71	384.1866667	369.3166667
G9606_16879	79646	PANK3	11.03	9.76	10.81	13.16	14.16	14.41	22.28	19.44	22.04	27.89	30.4	30.95	2212.89	1688.77	2139.41	2567.3	2789.61	2812.62	10.53333333	13.91	21.25333333	29.74666667	2013.69	2723.176667
G9606_9357	284371	ZNF841	2.67	2.56	2.58	3.49	3.07	3.16	5.4	5.1	5.26	7.39	6.58	6.78	193.91	162.86	191.02	250.53	218.58	233.42	2.603333333	3.24	5.253333333	6.916666667	182.5966667	234.1766667
G9606_17477	92196	DAPL1	0.1	0	0	0	0	0.1	0.21	0	0	0	0	0.23	1	0	0	0	0	1	0.033333333	0.033333333	0.07	0.076666667	0.333333333	0.333333333
G9606_6240	9824	ARHGAP11A	29.01	25.99	27.64	26.15	26.99	27.66	58.6	51.79	56.36	55.43	57.96	59.38	3091.4	2413.33	2929.3	2763.44	2947.76	2915	27.54666667	26.93333333	55.58333333	57.59	2811.343333	2875.4
G9606_28199	64946	CENPH	33.83	35.36	32.6	34.29	33.76	35.74	68.36	70.46	66.48	72.67	72.49	76.73	866.55	781.05	823.47	853.93	849.06	890.09	33.93	34.59666667	68.43333333	73.96333333	823.69	864.36
G9606_5654	55627	SMPD4	50.07	51.59	50.46	53.05	52.14	50.62	101.16	102.79	102.89	112.44	111.95	108.68	3854.81	3406.08	3862.44	4002.72	3956.94	3825.75	50.70666667	51.93666667	102.28	111.0233333	3707.776667	3928.47
G9606_3141	55778	ZNF839	6.64	5.48	6.48	6.52	6.1	6.39	13.41	10.92	13.22	13.81	13.09	13.71	459.64	330.61	441.46	414.11	413.32	437.5	6.2	6.336666667	12.51666667	13.53666667	410.57	421.6433333
G9606_32601	51362	CDC40	10.51	10.88	10.51	10.81	11.73	10.51	21.23	21.67	21.42	22.91	25.18	22.56	785.68	701.31	774.67	786.1	860.98	764.03	10.63333333	11.01666667	21.44	23.55	753.8866667	803.7033333
G9606_14813	1325	CORT	0.72	0.32	0.66	0.29	1.03	0	1.45	0.64	1.35	0.62	2.21	0	12.22	4.69	11.11	4.8	17.17	0	0.566666667	0.44	1.146666667	0.943333333	9.34	7.323333333
G9606_13829	10135	NAMPT	17.52	16.09	16.12	18.78	19.8	19.57	35.39	32.06	32.87	39.8	42.52	42.01	1482	1173.96	1345.21	1545	1645	1609.93	16.57666667	19.38333333	33.44	41.44333333	1333.723333	1599.976667
G9606_25278	2928	GSC2	0.36	0.37	0.46	0.39	0.4	0.31	0.72	0.73	0.94	0.82	0.87	0.66	18	16	23	19	20	15	0.396666667	0.366666667	0.796666667	0.783333333	19	18
G9606_20788	11080	DNAJB4	10.18	9.43	10.04	8.71	10.2	9.76	20.57	18.79	20.48	18.47	21.9	20.94	568	453.97	549.92	468.96	551	523.07	9.883333333	9.556666667	19.94666667	20.43666667	523.9633333	514.3433333
G9606_34382	51647	CIAO2B	65.85	75.31	72.73	72.78	69.41	69.61	133.05	150.05	148.29	154.26	149.04	149.45	800	789	871.29	859.75	827.98	822.28	71.29666667	70.6	143.7966667	150.9166667	820.0966667	836.67
G9606_15722	10591	DNPH1	62.53	65.39	62.96	64.11	65.83	62.36	126.34	130.29	128.38	135.88	141.36	133.88	766	695	762	771	799	741	63.62666667	64.1	128.3366667	137.04	741	770.3333333
G9606_12418	56262	LRRC8A	9.36	10.43	10.44	11.22	11.05	11.97	18.92	20.78	21.29	23.79	23.73	25.71	782	746.49	852	899	898	954.58	10.07666667	11.41333333	20.33	24.41	793.4966667	917.1933333
G9606_2124	23457	ABCB9	5.81	6.38	6.13	6.07	5.94	5.85	11.74	12.71	12.49	12.87	12.76	12.56	395.11	364.06	393.08	389.05	399.96	384.64	6.106666667	5.953333333	12.31333333	12.73	384.0833333	391.2166667
G9606_10367	10617	STAMBP	26.48	24.73	27.68	27.42	27.27	26.64	53.5	49.26	56.44	58.11	58.55	57.2	1280	1085.39	1346	1359	1362	1352.15	26.29666667	27.11	53.06666667	57.95333333	1237.13	1357.716667
G9606_101	1175	AP2S1	271.93	287.79	259.87	242.77	237.43	229.04	549.42	573.39	529.9	514.56	509.85	491.72	3973	3620	3741	3453.99	3405	3255.23	273.1966667	236.4133333	550.9033333	505.3766667	3778	3371.406667
G9606_10014	143187	VTI1A	5.08	4.79	5.22	4.52	3.81	4.54	10.26	9.53	10.65	9.58	8.17	9.75	364.17	301.91	388.2	335.95	296.14	340.61	5.03	4.29	10.14666667	9.166666667	351.4266667	324.2333333
G9606_17449	100130827	SBK3	0.72	0.42	0.44	0.74	0.48	0.59	1.46	0.83	0.9	1.58	1.03	1.28	20	10	12	20	13	16	0.526666667	0.603333333	1.063333333	1.296666667	14	16.33333333
G9606_5810	4005	LMO2	0.39	0.27	0.32	0.18	0.18	0.15	0.79	0.53	0.65	0.38	0.39	0.33	13	7	9	5	6	5	0.326666667	0.17	0.656666667	0.366666667	9.666666667	5.333333333
G9606_4565	23526	ARHGAP45	2.14	3.33	2.61	4.18	3.38	2.83	4.33	6.64	5.32	8.87	7.27	6.08	217.71	233.19	233.06	336.58	290.19	249.72	2.693333333	3.463333333	5.43	7.406666667	227.9866667	292.1633333
G9606_18837	728378	POTEF	0.55	0.96	0.79	1.16	1.29	1.42	1.12	1.92	1.62	2.46	2.78	3.04	28.08	42.38	39.71	58.52	64.4	69.79	0.766666667	1.29	1.553333333	2.76	36.72333333	64.23666667
G9606_32758	9962	SLC23A2	12.97	12.21	13.52	13.42	13.5	14.3	26.2	24.33	27.58	28.44	28.98	30.71	1757	1427	1807.11	1768	1795.82	1884.65	12.9	13.74	26.03666667	29.37666667	1663.703333	1816.156667
