st_gene_id	gene_id	gene_symbol	fpkm_con_1	fpkm_con_2	fpkm_con_3	fpkm_p_1	fpkm_p_2	fpkm_p_3	tpm_con_1	tpm_con_2	tpm_con_3	tpm_p_1	tpm_p_2	tpm_p_3	read_count_con_1	read_count_con_2	read_count_con_3	read_count_p_1	read_count_p_2	read_count_p_3	average_fpkm_con	average_fpkm_p	average_tpm_con	average_tpm_p	average_read_count_con	average_read_count_p
G9606_35745	10266	RAMP2	22.69	25.47	22.42	19.9	16.9	18.19	45.84	50.74	45.71	42.18	36.29	39.05	313	303	305	267	229	243.99	23.52666667	18.33	47.43	39.17333333	307	246.6633333
G9606_25936	140947	DCANP1	0	0	0	0.02	0	0	0	0	0	0.04	0	0	0	0	0	1	0	0	0	0.006666667	0	0.013333333	0	0.333333333
G9606_11622	5528	PPP2R5D	53.03	52.54	53.82	54.28	55.32	55.72	107.14	104.68	109.74	115.04	118.79	119.61	3032.47	2592.81	3042.24	3018.14	3099.86	3106.01	53.13	55.10666667	107.1866667	117.8133333	2889.173333	3074.67
G9606_15331	64770	CCDC14	33.9	34.14	32.91	38.95	39.85	40.63	68.49	68.02	67.1	82.56	85.56	87.23	2689	2188.98	2516.61	2953.95	3035.06	3116.22	33.65	39.81	67.87	85.11666667	2464.863333	3035.076667
G9606_8288	158234	TRMT10B	3.99	4.42	4.94	5.15	4.94	4.33	8.06	8.81	10.07	10.91	10.6	9.3	292.99	266.92	334.86	361.86	397.16	357.18	4.45	4.806666667	8.98	10.27	298.2566667	372.0666667
G9606_17914	119032	BORCS7	8.07	6.93	6.82	7.22	6.03	6.61	16.3	13.8	13.91	15.31	12.95	14.18	370.08	270.12	308.47	322.11	266.16	294.62	7.273333333	6.62	14.67	14.14666667	316.2233333	294.2966667
G9606_1949	205327	C2orf69	6.18	5.1	5.97	6.35	6.48	6.03	12.49	10.17	12.17	13.45	13.92	12.95	441.98	314.56	420.61	441.17	454.93	419.13	5.75	6.286666667	11.61	13.44	392.3833333	438.41
G9606_549	79740	ZBBX	0.03	0	0.08	0.03	0.01	0.01	0.06	0	0.15	0.05	0.03	0.03	1	0	4.75	1.82	1.01	0.95	0.036666667	0.016666667	0.07	0.036666667	1.916666667	1.26
G9606_24329	2524	FUT2	0.58	0.71	0.62	0.51	0.61	0.75	1.17	1.42	1.27	1.09	1.31	1.62	34.94	37.03	36.82	30	35.91	44.03	0.636666667	0.623333333	1.286666667	1.34	36.26333333	36.64666667
G9606_11299	131578	LRRC15	0.36	0.3	0.34	0.42	0.37	0.39	0.72	0.61	0.69	0.89	0.8	0.83	41	30	38	46.97	42	43	0.333333333	0.393333333	0.673333333	0.84	36.33333333	43.99
G9606_13720	207	AKT1	64.67	67.65	65.35	70.49	69.41	68.55	130.66	134.78	133.25	149.42	149.04	147.16	3503.01	3159.51	3508.93	3713.17	3685.63	3608.67	65.89	69.48333333	132.8966667	148.54	3390.483333	3669.156667
G9606_1854	50859	SPOCK3	0.14	0.46	0.38	0.25	0.34	0.17	0.29	0.93	0.78	0.54	0.72	0.36	8	15	15	8	18	9	0.326666667	0.253333333	0.666666667	0.54	12.66666667	11.66666667
G9606_19292	5961	PRPH2	0	0	0.02	0	0	0.02	0	0	0.04	0	0	0.04	0	0	1	0	0	1	0.006666667	0.006666667	0.013333333	0.013333333	0.333333333	0.333333333
G9606_29181	401647	GOLGA7B	0.19	0.13	0.14	0.16	0.1	0.15	0.38	0.26	0.28	0.34	0.21	0.31	25	15	18	21	13	19	0.153333333	0.136666667	0.306666667	0.286666667	19.33333333	17.66666667
G9606_7603	421	ARVCF	4.87	5.69	4.99	5.61	5.15	5.5	9.85	11.33	10.17	11.9	11.07	11.8	312.38	303.72	314.42	339.39	304.56	336.21	5.183333333	5.42	10.45	11.59	310.1733333	326.72
G9606_2158	56899	ANKS1B	0.07	0.08	0.09	0.12	0.08	0.12	0.15	0.15	0.19	0.26	0.17	0.26	13.78	12.34	17.45	22.55	14.39	22.24	0.08	0.106666667	0.163333333	0.23	14.52333333	19.72666667
G9606_26083	9421	HAND1	0.03	0.04	0	0.06	0.06	0	0.06	0.07	0	0.14	0.14	0	1	1	0	2	2	0	0.023333333	0.04	0.043333333	0.093333333	0.666666667	1.333333333
G9606_2315	130916	MTERF4	12.9	9.98	11.51	12.3	11.55	12.29	26.07	19.89	23.48	26.07	24.8	26.38	688.68	597.87	742.42	734.86	670.24	679.97	11.46333333	12.04666667	23.14666667	25.75	676.3233333	695.0233333
G9606_31304	7005	TEAD3	20.7	21.33	20.41	22.22	22.26	21.38	41.83	42.5	41.62	47.1	47.8	45.91	1193.44	1060.27	1160.33	1245.48	1259.87	1198.54	20.81333333	21.95333333	41.98333333	46.93666667	1138.013333	1234.63
G9606_27741	91977	MYOZ3	0.05	0.08	0.02	0.04	0.04	0.08	0.09	0.15	0.05	0.08	0.09	0.18	3.02	4.31	1.47	2.3	2.6	5.37	0.05	0.053333333	0.096666667	0.116666667	2.933333333	3.423333333
G9606_9680	156	GRK2	37.16	40.81	38.83	41.16	36.6	37.85	75.09	81.31	79.19	87.25	78.59	81.25	2304	2191	2401.94	2484.65	2245.93	2282.99	38.93333333	38.53666667	78.53	82.36333333	2298.98	2337.856667
G9606_21021	348801	LNP1	0.7	0.85	0.77	0.89	1.09	0.84	1.42	1.69	1.57	1.9	2.33	1.8	25	26	27	31	38	29	0.773333333	0.94	1.56	2.01	26	32.66666667
G9606_916	162967	ZNF320	0.56	0.66	0.72	0.63	0.74	0.61	1.12	1.32	1.46	1.34	1.59	1.32	63.16	49.09	70.01	67.44	72.36	68.4	0.646666667	0.66	1.3	1.416666667	60.75333333	69.4
G9606_12333	57102	C12orf4	13.78	13.79	13.73	12.37	13.34	12.85	27.84	27.47	28	26.21	28.64	27.59	996	868	986	879	947	908.97	13.76666667	12.85333333	27.77	27.48	950	911.6566667
G9606_7969	80227	PAAF1	15.07	13.17	14.05	12.65	13.99	14.19	30.45	26.24	28.64	26.81	30.03	30.46	533.58	394.66	482.74	431.79	476.07	465.92	14.09666667	13.61	28.44333333	29.1	470.3266667	457.9266667
G9606_20994	684	BST2	5.73	4.9	5.26	6.16	5.18	5.67	11.57	9.77	10.73	13.07	11.12	12.17	107	79	97	112	95	103	5.296666667	5.67	10.69	12.12	94.33333333	103.3333333
G9606_10704	9111	NMI	11.33	10.91	11.25	9.34	8.5	9.95	22.9	21.75	22.95	19.8	18.26	21.36	263.45	217.98	257	210.81	195.76	224	11.16333333	9.263333333	22.53333333	19.80666667	246.1433333	210.19
G9606_3773	129303	TMEM150A	4.67	5.07	4.31	5.59	4.2	5.7	9.43	10.1	8.79	11.84	9.02	12.24	152	145	145	186	136.97	182.96	4.683333333	5.163333333	9.44	11.03333333	147.3333333	168.6433333
G9606_15031	23373	CRTC1	19.27	20.14	19.37	22.61	21.88	21.46	38.94	40.13	39.5	47.92	46.99	46.08	1702.34	1568.28	1674.27	1961.59	1877.35	1856.44	19.59333333	21.98333333	39.52333333	46.99666667	1648.296667	1898.46
G9606_8434	23178	PASK	7.75	7.55	7.7	8.21	7.94	8.6	15.66	15.03	15.7	17.41	17.05	18.46	644.02	559.18	638.3	681.24	658.73	690	7.666666667	8.25	15.46333333	17.64	613.8333333	676.6566667
G9606_325	222389	BEND7	7.86	7.78	7.58	9.31	8.48	9.48	15.87	15.5	15.45	19.73	18.21	20.35	432.32	368.08	413.4	520.65	494.56	545.31	7.74	9.09	15.60666667	19.43	404.6	520.1733333
G9606_3737	1259	CNGA1	0.23	0.12	0.1	0.22	0.15	0.25	0.46	0.24	0.21	0.46	0.32	0.53	12.6	5.85	5.52	11.74	8.14	13.13	0.15	0.206666667	0.303333333	0.436666667	7.99	11.00333333
G9606_12784	80317	ZKSCAN3	1.53	1.63	1.54	1.53	1.65	1.65	3.1	3.25	3.13	3.23	3.54	3.54	141.14	126.46	139.34	134.38	148.43	147.83	1.566666667	1.61	3.16	3.436666667	135.6466667	143.5466667
G9606_22250	100529261	CHURC1-FNTB	5.62	5.91	9.45	7.64	8	8.6	11.35	11.78	19.27	16.2	17.17	18.46	304.77	284.63	506.65	390.14	414.82	446.91	6.993333333	8.08	14.13333333	17.27666667	365.35	417.29
G9606_29803	378708	CENPS	8.02	7.85	9.66	7.49	9.73	9.27	16.21	15.64	19.69	15.88	20.89	19.91	134.76	113.73	159.96	122.42	160.5	151.48	8.51	8.83	17.18	18.89333333	136.15	144.8
G9606_29188	608	TNFRSF17	0.12	0	0	0.12	0	0.12	0.24	0	0	0.26	0	0.27	2	0	0	2	0	2	0.04	0.08	0.08	0.176666667	0.666666667	1.333333333
G9606_22129	24146	CLDN15	6.59	6.67	6.8	9.01	6.57	6.9	13.32	13.29	13.86	19.09	14.12	14.81	257	235	274	320.42	263.76	274	6.686666667	7.493333333	13.49	16.00666667	255.3333333	286.06
G9606_7040	105376747	LOC105376747	0.14	0	0.18	0	0	0.11	0.28	0	0.36	0	0	0.23	4	0	4.93	0	0	3	0.106666667	0.036666667	0.213333333	0.076666667	2.976666667	1
G9606_23204	55122	AKIRIN2	24.17	23.36	26.01	25.35	23.15	23.66	48.83	46.54	53.04	53.72	49.71	50.8	877	731	930.92	894.4	825	834.98	24.51333333	24.05333333	49.47	51.41	846.3066667	851.46
G9606_34908	147912	SIX5	16.18	16.96	17.79	18.58	17.86	17.14	32.68	33.8	36.27	39.38	38.35	36.81	1046	946	1134.44	1168.34	1134	1078	16.97666667	17.86	34.25	38.18	1042.146667	1126.78
G9606_12948	26133	TRPC4AP	45.97	48.22	49.17	46.09	47.22	47.27	92.88	96.07	100.27	97.69	101.4	101.48	2686	2457.79	2838	2643.75	2723.76	2697.96	47.78666667	46.86	96.40666667	100.19	2660.596667	2688.49
G9606_33284	1399	CRKL	14.61	14.67	15.29	15.5	15.77	15.6	29.52	29.22	31.18	32.84	33.87	33.48	1517.56	1313.8	1566.65	1565.21	1608.91	1575.39	14.85666667	15.62333333	29.97333333	33.39666667	1466.003333	1583.17
G9606_11174	7476	WNT7A	0.05	0.03	0	0.03	0.01	0.03	0.11	0.06	0	0.06	0.03	0.06	2	1	0	1	1	2.02	0.026666667	0.023333333	0.056666667	0.05	1	1.34
G9606_10405	766	CA7	0.07	0.04	0	0	0.11	0.11	0.14	0.08	0	0	0.23	0.23	2	1	0	0	3	3	0.036666667	0.073333333	0.073333333	0.153333333	1	2
G9606_15869	3945	LDHB	307.5	300.26	293.98	263.59	270.2	283.56	621.28	598.25	599.46	558.69	580.21	608.77	7575	6377.98	7143.99	6313	6534.62	6787.89	300.58	272.45	606.33	582.5566667	7032.323333	6545.17
G9606_8429	10436	EMG1	29.03	29.76	28.12	24.15	23.96	24.34	58.65	59.29	57.34	51.2	51.45	52.25	2745.92	2428.9	2624.59	2221.82	2227.06	2239.4	28.97	24.15	58.42666667	51.63333333	2599.803333	2229.426667
G9606_15792	100996746	SPDYE11	3.67	3.65	2.67	2.26	2.11	2.34	7.42	7.28	5.45	4.78	4.53	5.02	100.32	89.45	76.92	59.8	61.57	65.94	3.33	2.236666667	6.716666667	4.776666667	88.89666667	62.43666667
G9606_27652	5912	RAP2B	5.67	5.42	5.26	5.29	5.07	5.58	11.45	10.79	10.73	11.22	10.89	11.99	928.76	765.77	850.94	843.88	816.51	890.04	5.45	5.313333333	10.99	11.36666667	848.49	850.1433333
G9606_17189	330	BIRC3	1.01	0.97	0.85	1.48	1.77	1.2	2.04	1.93	1.73	3.13	3.8	2.58	135.11	100.11	112.1	192.31	211.53	151.23	0.943333333	1.483333333	1.9	3.17	115.7733333	185.0233333
G9606_20978	55313	CPPED1	7.26	7.42	7.18	7.4	7.37	7.63	14.67	14.78	14.65	15.69	15.82	16.38	864.94	763.99	844.79	858.32	859.83	886.72	7.286666667	7.466666667	14.7	15.96333333	824.5733333	868.29
G9606_13285	4239	MFAP4	4.76	3.75	3.74	3.56	2.64	2.87	9.62	7.48	7.62	7.56	5.67	6.16	166.21	113.92	128.12	121.47	90.79	97.9	4.083333333	3.023333333	8.24	6.463333333	136.0833333	103.3866667
G9606_2635	4205	MEF2A	13.36	12.37	12.89	13.41	13.27	14.26	26.99	24.64	26.29	28.41	28.49	30.62	1386.13	1122.04	1306.45	1345.61	1362.26	1440.72	12.87333333	13.64666667	25.97333333	29.17333333	1271.54	1382.863333
G9606_12569	2813	GP2	0.46	0.2	0.24	0.34	0.21	0.27	0.93	0.4	0.5	0.72	0.44	0.58	29.86	10.04	13.45	20.21	11.36	15.74	0.3	0.273333333	0.61	0.58	17.78333333	15.77
G9606_35302	51163	DBR1	9.03	8.64	9.38	8.83	7.25	9.49	18.24	17.21	19.13	18.72	15.58	20.37	463.05	382	474.35	440.35	365.34	473.19	9.016666667	8.523333333	18.19333333	18.22333333	439.8	426.2933333
G9606_1567	759	CA1	0.03	0	0	0	0	0	0.06	0	0	0	0	0	1	0	0	0	0	0	0.01	0	0.02	0	0.333333333	0
G9606_13203	488	ATP2A2	53.75	54.28	58.7	56.52	57.8	59.59	108.6	108.15	119.69	119.81	124.11	127.93	6776	5865.53	7034.97	7087.76	7262.41	7304.95	55.57666667	57.97	112.1466667	123.95	6558.833333	7218.373333
G9606_35116	6590	SLPI	0.19	0.11	0.47	0.19	0.28	0.19	0.38	0.22	0.96	0.41	0.61	0.41	2	1	5	2	3	2	0.256666667	0.22	0.52	0.476666667	2.666666667	2.333333333
G9606_26919	284615	ANKRD34A	1.12	1.06	1.09	1.25	1.37	1.33	2.26	2.12	2.22	2.65	2.94	2.85	78	64	75	85	94	90	1.09	1.316666667	2.2	2.813333333	72.33333333	89.66666667
G9606_17111	23350	U2SURP	32.99	30.04	30.32	29.9	31.66	30.85	66.66	59.84	61.82	63.38	67.98	66.23	4429	3450.98	3987.58	3892.33	4142.2	4005.47	31.11666667	30.80333333	62.77333333	65.86333333	3955.853333	4013.333333
G9606_214	79932	KIAA0319L	11.06	10.18	10.94	12.04	12.51	11.32	22.34	20.28	22.31	25.53	26.87	24.3	960.42	765.68	944.61	1027.15	1058.26	964.88	10.72666667	11.95666667	21.64333333	25.56666667	890.2366667	1016.763333
G9606_11934	22933	SIRT2	37.17	39.62	36.78	35.33	35.09	36.59	75.1	78.94	74.99	74.87	75.34	78.55	1320.37	1195.2	1272.09	1203.97	1212.05	1249.03	37.85666667	35.67	76.34333333	76.25333333	1262.553333	1221.683333
G9606_17370	100128731	OST4	604.49	606.37	561.95	494.83	491.16	494.01	1221.32	1208.14	1145.86	1048.82	1054.68	1060.58	4662.34	4033.32	4274.45	3711.3	3720.06	3704.88	590.9366667	493.3333333	1191.773333	1054.693333	4323.37	3712.08
G9606_19955	203	AK1	57.94	58.85	59.13	60.23	51.8	52.29	117.07	117.26	120.56	127.66	111.22	112.26	1213.2	1039.78	1219.38	1229.99	1073.47	1090.5	58.64	54.77333333	118.2966667	117.0466667	1157.453333	1131.32
G9606_33967	6166	RPL36AL	240.86	221.89	218.87	209.5	201.71	201.25	486.63	442.09	446.28	444.05	433.15	432.05	2963.81	2354.65	2656.06	2506.84	2437.45	2407.91	227.2066667	204.1533333	458.3333333	436.4166667	2658.173333	2450.733333
G9606_10	29	ABR	43.57	43.81	45.88	49.53	49.66	50.12	88.02	87.28	93.55	104.99	106.64	107.6	4416.9	3740.41	4583.26	4864.1	4944.57	4959.06	44.42	49.77	89.61666667	106.41	4246.856667	4922.576667
G9606_24165	90120	TMEM250	13.52	13.75	14.49	14.6	15.54	14.66	27.32	27.39	29.55	30.95	33.38	31.46	743	649.92	785	778.75	837	782.23	13.92	14.93333333	28.08666667	31.93	725.9733333	799.3266667
G9606_6155	154075	SAMD3	0.16	0.21	0.3	0.51	0.24	0.22	0.32	0.42	0.61	1.07	0.52	0.47	8	10	16	26	13	9	0.223333333	0.323333333	0.45	0.686666667	11.33333333	16
G9606_19961	29942	PURG	1.09	1.02	0.82	1.21	0.97	1.21	2.21	2.02	1.68	2.56	2.09	2.59	43	33	32.01	45	35.97	45	0.976666667	1.13	1.97	2.413333333	36.00333333	41.99
G9606_8467	375444	C5orf34	15.15	15.17	14.24	14.31	14.2	14.88	30.6	30.22	29.04	30.33	30.5	31.95	823	699.02	761.8	750.95	744	772.36	14.85333333	14.46333333	29.95333333	30.92666667	761.2733333	755.77
G9606_13891	10743	RAI1	21.63	22.18	23.47	26.15	26.39	26.34	43.7	44.19	47.85	55.42	56.67	56.55	3185	2819.66	3396.22	3763.77	3810.91	3754.5	22.42666667	26.29333333	45.24666667	56.21333333	3133.626667	3776.393333
G9606_6124	10425	ARIH2	30.83	31.05	31.59	33.58	34.48	35.17	62.3	61.86	64.42	71.17	74.04	75.51	2378.49	2075.09	2371.02	2492.08	2549.01	2651.39	31.15666667	34.41	62.86	73.57333333	2274.866667	2564.16
G9606_2443	56916	SMARCAD1	10.15	10.47	9.88	9.83	10.02	9.98	20.5	20.87	20.15	20.84	21.51	21.42	921	795	874.01	868	910	917.9	10.16666667	9.943333333	20.50666667	21.25666667	863.3366667	898.6333333
G9606_4991	6878	TAF6	43.54	45.71	45.82	51.64	48.93	50.35	87.97	91.07	93.43	109.45	105.06	108.1	2039.71	1847.58	2122.97	2341.94	2258.44	2305.43	45.02333333	50.30666667	90.82333333	107.5366667	2003.42	2301.936667
G9606_21991	107986531	LOC107986531	0.04	0	0.13	0.09	0.05	0.04	0.08	0	0.27	0.19	0.1	0.1	1.04	0	3.24	2.19	1.11	1.08	0.056666667	0.06	0.116666667	0.13	1.426666667	1.46
G9606_22570	10498	CARM1	56.17	56.48	57.22	54.93	51.51	54.2	113.49	112.53	116.67	116.43	110.61	116.37	3388.61	2954.07	3423.02	3231.84	3065.84	3185	56.62333333	53.54666667	114.23	114.47	3255.233333	3160.893333
G9606_5307	10500	SEMA6C	5.93	6.33	5.88	7.94	7.51	7.5	11.98	12.61	11.98	16.83	16.12	16.1	446	429	438	581.36	554.03	571	6.046666667	7.65	12.19	16.35	437.6666667	568.7966667
G9606_940	287	ANK2	0.13	0.13	0.16	0.14	0.16	0.07	0.27	0.25	0.32	0.3	0.35	0.14	22	17	26	22	23	10	0.14	0.123333333	0.28	0.263333333	21.66666667	18.33333333
G9606_24183	57528	KCTD16	0.01	0.01	0.02	0.03	0.02	0.02	0.02	0.02	0.04	0.07	0.04	0.04	3	2	5	4	5	5	0.013333333	0.023333333	0.026666667	0.05	3.333333333	4.666666667
G9606_7776	57673	BEND3	1.04	1.11	1.15	1.31	1.09	1.05	2.11	2.2	2.35	2.77	2.34	2.25	126	115.19	142.25	154.3	130.94	127.02	1.1	1.15	2.22	2.453333333	127.8133333	137.42
G9606_15150	1738	DLD	37.4	35.59	36.97	34.31	34.54	37.12	75.56	70.9	75.39	72.73	74.17	79.69	2560	2101	2496	2284.45	2322.03	2470	36.65333333	35.32333333	73.95	75.53	2385.666667	2358.826667
G9606_18483	90529	STPG1	2.34	2.8	3.04	2.43	2.51	2.64	4.72	5.57	6.2	5.15	5.39	5.66	124.97	129.42	158.25	126.4	133.5	135.01	2.726666667	2.526666667	5.496666667	5.4	137.5466667	131.6366667
G9606_7931	5669	PSG1	0.14	0.13	0.26	0.44	0.37	0.41	0.29	0.26	0.52	0.94	0.8	0.89	5.02	4	8.73	15.92	14.44	15.22	0.176666667	0.406666667	0.356666667	0.876666667	5.916666667	15.19333333
G9606_1499	222234	FAM185A	1.53	1.39	2.01	1.36	1.82	1.61	3.09	2.78	4.09	2.87	3.91	3.46	65	51	84	56	74	65.96	1.643333333	1.596666667	3.32	3.413333333	66.66666667	65.32
G9606_18891	9925	ZBTB5	6.62	6.85	6.42	6.51	7.36	7.19	13.37	13.64	13.09	13.8	15.8	15.44	625.44	555.8	603.65	601.99	679.52	663.01	6.63	7.02	13.36666667	15.01333333	594.9633333	648.1733333
G9606_32837	339967	TMPRSS11A	0	0	0	0.02	0	0	0	0	0	0.03	0	0	0	0	0	1	0	0	0	0.006666667	0	0.01	0	0.333333333
G9606_6145	117608	ZNF354B	3.59	2.64	3.73	3.81	4.4	4.3	7.24	5.25	7.6	8.07	9.44	9.23	193.18	122.51	197.98	199.44	232.65	225.28	3.32	4.17	6.696666667	8.913333333	171.2233333	219.1233333
G9606_4188	665	BNIP3L	36.02	34.12	34.49	37.25	38.11	40	72.78	67.99	70.33	78.94	81.83	85.88	2405	1964.51	2271.67	2418.88	2499.12	2597.85	34.87666667	38.45333333	70.36666667	82.21666667	2213.726667	2505.283333
G9606_6994	10901	DHRS4	8.69	13.29	9.58	9.12	8.72	9.21	17.56	26.49	19.53	19.32	18.73	19.78	159.42	205.05	172.28	146.67	145.41	137.5	10.52	9.016666667	21.19333333	19.27666667	178.9166667	143.1933333
G9606_3921	387775	SLC22A10	0	0	0.03	0.01	0	0	0	0	0.06	0.02	0	0	0	0	0.98	0.28	0	0	0.01	0.003333333	0.02	0.006666667	0.326666667	0.093333333
G9606_23676	84876	ORAI1	31.87	36.06	33.78	39.43	36.13	31.22	64.4	71.85	68.89	83.58	77.59	67.03	907	885.02	948.1	1091.17	1009.73	863.96	33.90333333	35.59333333	68.38	76.06666667	913.3733333	988.2866667
G9606_4376	87	ACTN1	300.73	303.43	306.89	323.47	331.52	312.34	607.61	604.56	625.76	685.62	711.87	670.55	21380.55	18600.96	21497.92	22362.2	23148.64	21586.42	303.6833333	322.4433333	612.6433333	689.3466667	20493.14333	22365.75333
G9606_9343	3614	IMPDH1	43.79	47.14	45.18	42.75	42.33	40.89	88.48	93.93	92.12	90.61	90.89	87.79	2034.84	1896.8	2074.71	1934.73	1948.83	1861.73	45.37	41.99	91.51	89.76333333	2002.116667	1915.096667
G9606_19975	9049	AIP	69.61	72.54	70.11	68.67	73.45	68.84	140.64	144.52	142.96	145.55	157.73	147.79	1621	1456.94	1610	1555.19	1680	1559	70.75333333	70.32	142.7066667	150.3566667	1562.646667	1598.063333
G9606_18438	11126	CD160	0.22	0.21	0	0.21	0.27	0.15	0.44	0.41	0	0.45	0.59	0.32	6.59	4	0	5.17	6	4.36	0.143333333	0.21	0.283333333	0.453333333	3.53	5.176666667
G9606_5429	51747	LUC7L3	60.38	54.91	59.05	63.46	61.01	62.01	122	109.41	120.41	134.51	131	133.13	3573	2778.17	3438.93	3724.33	3585.75	3726.04	58.11333333	62.16	117.2733333	132.88	3263.366667	3678.706667
G9606_33589	124842	TMEM132E	0	0.01	0	0.02	0	0.02	0	0.02	0	0.04	0	0.04	0	1	0	2	0	2	0.003333333	0.013333333	0.006666667	0.026666667	0.333333333	1.333333333
G9606_11875	11019	LIAS	4.77	4.23	4.87	4.64	4.24	4.84	9.65	8.43	9.94	9.84	9.1	10.39	256.66	210.2	218.86	200.41	212.06	213.3	4.623333333	4.573333333	9.34	9.776666667	228.5733333	208.59
G9606_1531	29948	OSGIN1	1.55	1.48	0.94	1.14	1.36	1.59	3.13	2.95	1.91	2.43	2.91	3.42	57	47	34	40.92	49	57	1.323333333	1.363333333	2.663333333	2.92	46	48.97333333
G9606_15260	55561	CDC42BPG	2.55	2.77	2.77	2.31	2.28	2.68	5.15	5.52	5.65	4.91	4.9	5.75	251.77	235.38	281.16	233.12	229.36	253.45	2.696666667	2.423333333	5.44	5.186666667	256.1033333	238.6433333
G9606_5709	129401	NUP35	23.08	20.71	20.45	19.66	19.53	19.14	46.63	41.26	41.69	41.67	41.94	41.08	701	543	610	576	575	569	21.41333333	19.44333333	43.19333333	41.56333333	618	573.3333333
G9606_32813	146845	CFAP52	0	0.1	0	0.07	0.02	0.08	0	0.19	0	0.16	0.05	0.18	0	3	0	3	1	3	0.033333333	0.056666667	0.063333333	0.13	1	2.333333333
G9606_22709	2948	GSTM4	14.95	17.09	15.4	18.5	17.04	16.61	30.2	34.05	31.41	39.2	36.6	35.65	397.27	393.41	406.7	477.72	447.36	432.59	15.81333333	17.38333333	31.88666667	37.15	399.1266667	452.5566667
G9606_29821	29799	YPEL1	2.09	2.09	2.48	2.96	2.93	3.09	4.23	4.17	5.05	6.27	6.28	6.63	174.49	150.34	203.64	239.9	239.59	250.47	2.22	2.993333333	4.483333333	6.393333333	176.1566667	243.32
G9606_8804	6547	SLC8A3	0.02	0.05	0.01	0	0.07	0.01	0.03	0.1	0.01	0	0.16	0.01	2	4	1	0	4	1	0.026666667	0.026666667	0.046666667	0.056666667	2.333333333	1.666666667
G9606_15014	157657	C8orf37	1.23	1.38	1.58	1.07	1.29	1.57	2.49	2.76	3.21	2.27	2.78	3.36	79.5	76.04	98.88	67.39	81.14	97.1	1.396666667	1.31	2.82	2.803333333	84.80666667	81.87666667
G9606_6049	126133	ALDH16A1	20.89	23.56	22.7	19.56	19.54	18.93	42.21	46.94	46.29	41.45	41.95	40.65	1215	1184.88	1298.99	1099.04	1132.24	1067.71	22.38333333	19.34333333	45.14666667	41.35	1232.956667	1099.663333
G9606_573	79258	MMEL1	0.06	0.11	0.08	0	0.01	0.04	0.12	0.21	0.17	0	0.03	0.09	3.29	4.98	4.41	0	0.75	2.27	0.083333333	0.016666667	0.166666667	0.04	4.226666667	1.006666667
G9606_9863	29118	DDX25	0.05	0.03	0.1	0.15	0.12	0.11	0.1	0.06	0.2	0.32	0.27	0.24	7.16	3.59	14.25	21.06	17.65	15.69	0.06	0.126666667	0.12	0.276666667	8.333333333	18.13333333
G9606_27393	6898	TAT	0.09	0.07	0.14	0.15	0.04	0.06	0.19	0.15	0.28	0.33	0.09	0.14	7.22	4.9	10.53	11.43	3.13	4.77	0.1	0.083333333	0.206666667	0.186666667	7.55	6.443333333
G9606_31732	8744	TNFSF9	7.01	7.72	6.98	7.7	7.53	7.6	14.16	15.38	14.22	16.33	16.16	16.32	218	207.09	214	233	229.91	229.89	7.236666667	7.61	14.58666667	16.27	213.03	230.9333333
G9606_22257	218	ALDH3A1	0.18	0.14	0.17	0.14	0.15	0.12	0.37	0.29	0.35	0.29	0.32	0.25	9.06	6.23	8.49	6.7	7.41	5.6	0.163333333	0.136666667	0.336666667	0.286666667	7.926666667	6.57
G9606_14720	89765	RSPH1	0.51	0.64	0.21	0.43	0.61	0.52	1.03	1.27	0.42	0.92	1.31	1.11	11.03	12.95	5	9.43	13.98	12.07	0.453333333	0.52	0.906666667	1.113333333	9.66	11.82666667
G9606_17228	107985876	LOC107985876	0	0.01	0.01	0.06	0.05	0.01	0	0.02	0.02	0.14	0.11	0.02	0	1	1	6	5	1	0.006666667	0.04	0.013333333	0.09	0.666666667	4
G9606_7958	9709	HERPUD1	10.17	10.13	9.57	9.91	10.96	10.29	20.55	20.19	19.52	21.01	23.53	22.1	555.78	480.85	518.66	528.75	592.1	550.78	9.956666667	10.38666667	20.08666667	22.21333333	518.43	557.21
G9606_35591	2069	EREG	0.05	0.08	0.1	0.05	0.13	0.06	0.09	0.16	0.19	0.1	0.29	0.12	4.07	6.02	8.41	4.17	11.86	4.94	0.076666667	0.08	0.146666667	0.17	6.166666667	6.99
G9606_22911	56242	ZNF253	2.17	1.79	2.03	2.2	2.52	2.18	4.38	3.57	4.13	4.66	5.41	4.69	105.86	79.85	104.47	110.83	129.67	106.56	1.996666667	2.3	4.026666667	4.92	96.72666667	115.6866667
G9606_17860	2298	FOXD4	0.62	0.4	0.43	0.61	0.54	0.41	1.26	0.8	0.89	1.3	1.15	0.88	26.13	14.48	18	24.98	22.09	16.78	0.483333333	0.52	0.983333333	1.11	19.53666667	21.28333333
G9606_29567	11230	PRAF2	55.67	59.17	55.48	59.99	54.09	53.79	112.47	117.9	113.12	127.16	116.15	115.47	1323	1212.87	1300.32	1386.54	1262.37	1242.96	56.77333333	55.95666667	114.4966667	119.5933333	1278.73	1297.29
G9606_13505	9252	RPS6KA5	3.22	2.49	2.93	4.15	3.74	3.43	6.51	4.96	5.97	8.79	8.03	7.36	467.13	376.44	423.27	529.85	483.38	474.23	2.88	3.773333333	5.813333333	8.06	422.28	495.82
